0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:36:38 -0800] "GET /cinema-project/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:36:39 -0800] "GET /cinema-project/avatar.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:36:39 -0800] "GET /cinema-project/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:36:39 -0800] "GET /cinema-project/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:07 -0800] "POST /cinema-project/query/client/login HTTP/1.1" 303 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:08 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:08 -0800] "GET /cinema-project/faces/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:08 -0800] "GET /cinema-project/faces/avatar.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:08 -0800] "GET /cinema-project/faces/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:12 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:12 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:22 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:22 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:26 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:26 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:31 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:31 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:55 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:55 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:59 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:37:59 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:04 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:04 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:08 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:08 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:12 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:12 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:17 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:17 -0800] "GET /cinema-project/home.jsp?id=24&moviesNumber=0&name=Codrut14&email=codrutfodor7@yahoo.com&cellphone=1234567890 HTTP/1.1" 200 2721
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:17 -0800] "GET /cinema-project/style/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:17 -0800] "GET /cinema-project/style/side_base.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:17 -0800] "GET /cinema-project/style/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:17 -0800] "GET /cinema-project/style/side_top.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:38:17 -0800] "GET /cinema-project/style/side_back.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:39:45 -0800] "POST /cinema-project/query/client/login HTTP/1.1" 303 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:39:46 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:40:16 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:40:16 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:40:21 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:40:21 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:40:27 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:40:27 -0800] "GET /cinema-project/home.jsp?id=24&moviesNumber=0&name=Codrut14&email=codrutfodor7@yahoo.com&cellphone=1234567890 HTTP/1.1" 200 2721
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:40:36 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:40:36 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:41:29 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:41:29 -0800] "GET /cinema-project/faces/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:41:33 -0800] "POST /cinema-project/faces/query/client/login HTTP/1.1" 303 5
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:41:33 -0800] "GET /cinema-project/admin.jsp HTTP/1.1" 200 4712
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:41:33 -0800] "GET /build/jquery.periodpicker.min.css HTTP/1.1" 404 1111
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:44:59 -0800] "POST /cinema-project/query/admin/findClient HTTP/1.1" 303 -
0:0:0:0:0:0:0:1 - - [17/Nov/2018:05:45:00 -0800] "GET /cinema-project/clientMovies.jsp?id=24&moviesNumber=0 HTTP/1.1" 200 2269
